"id";"gender";"carType";"carCategory";"occupation";"age";"carGroup";"bonus";"carValue";"material";"subRegion";"region";"cityDensity";"claimValue"
293;"Male";"E";"Small";"Housewife";47;19;-40;11055;1;"Q29";"Q";239,4551701;0
294;"Male";"D";"Large";"Self-employed";24;10;-0,5;17605;1;"O38";"O";39,55041059;0
295;"Male";"D";"Small";"Self-employed";41;16;-30;26680;0;"N5";"N";47,58194704;0
296;"Female";"E";"Large";"Retired";72;17;-50;9900;0;"R50";"R";223,3475567;0
297;"Female";"E";"Medium";"Self-employed";42;9;80;13660;1;"O25";"O";38,35953437;0
298;"Female";"D";"Medium";"Employed";19;4;0;17605;0;"M20";"M";148,9956325;0
299;"Female";"C";"Medium";"Self-employed";48;8;-10;6040;1;"Q56";"Q";114,1467007;0
300;"Female";"A";"Medium";"Housewife";112;13;-30;24285;1;"L95";"L";68,37942919;0
301;"male";"D";"Medium";"Self-employed";47;12;-40;29880;1;"Q18";"Q";211,8309492;1982,407065
302;"Male";"C";"Small";"Employed";29;3;-20;1560;1;"N7";"N";88,95152383;0
303;"Male";"D";"Large";"Retired";63;12;-30;39055;1;"R7";"R";180,0831298;0
304;"Male";"E";"Medium";"Self-employed";82;11;20;26455;0;"Q2";"Q";123,0199289;0
305;"Male";"B";"Small";"Unemployed";37;17;-40;10965;1;"Q21";"Q";201,3918071;128,5497287
306;"Female";"B";"Medium";"Housewife";40;3;-30;42770;0;"R16";"R";293,5560359;0
307;"male";"A";"Large";"Employed";41;16;100;22380;1;"L31";"L";59,63322296;270,23683202
308;"Male";"D";"Large";"Housewife";65;13;-20;23220;1;"Q60";"Q";112,4047945;0
309;"Female";"D";"Small";"Self-employed";31;8;-40;4725;1;"R32";"R";232,9029787;0
310;"Male";"A";"Large";"Employed";34;3;-0,5;3150;0;"Q39";"Q";171,3729361;0
311;"Female";"C";"Large";"Housewife";47;11;-40;26425;1;"L6";"L";58,89468755;0
312;"Male";"A";"Large";"Unemployed";21;12;10;21695;0;"Q40";"Q";189,9730181;0
313;"Male";"D";"Large";"Housewife";51;13;-30;16745;0;"M20";"M";148,9956325;0
314;"Male";"C";"Large";"Self-employed";18;11;0;6910;0;"U2";"U";38,77083633;1062,4174065
315;"Male";"E";"Medium";"Self-employed";52;12;-30;28345;1;"Q17";"Q";202,5335882;0
316;"Male";"B";"Small";"Employed";39;9;0;8035;0;"P26";"P";27,20106876;0
317;"Male";"E";"Large";"Self-employed";72;10;-30;20195;1;"U14";"U";123,0152076;0
318;"Male";"D";"Small";"Employed";34;12;-50;18045;0;"Q18";"Q";211,8309492;0
319;"Female";"D";"Small";"Self-employed";32;9;-30;18980;0;"Q20";"Q";181,4165594;0
320;"Female";"B";"Medium";"Employed";36;13;-50;7010;1;"R32";"R";232,9029787;0
321;"Male";"C";"Medium";"Retired";72;17;-30;26370;0;"M8";"M";128,5434648;0
322;"Male";"A";"Medium";"Employed";24;1;-30;10705;1;"P27";"P";45,411434;0
323;"Female";"D";"Medium";"Employed";29;10;20;12815;1;"Q37";"Q";148,5612071;0
324;"Female";"D";"Small";"Employed";24;4;-50;4150;1;"L8";"L";59,70218923;4375,8638889
325;"Male";"A";"Medium";"Employed";52;3;-10;6090;0;"U2";"U";38,77083633;0
326;"Female";"B";"Medium";"Self-employed";53;10;-50;38040;1;"R17";"R";221,7063984;0
327;"Female";"E";"Small";"Employed";49;16;-50;6715;0;"Q31";"Q";185,1345389;0
328;"Female";"B";"Large";"Employed";36;10;20;13410;0;"L75";"L";79,1594481;0
329;"Male";"C";"Large";"Employed";37;10;-50;27920;0;"M22";"M";153,4523215;0
330;"Male";"B";"Small";"Employed";18;16;0;28855;0;"Q63";"Q";125,9456252;0
331;"Female";"A";"Medium";"Self-employed";26;6;-10;8485;0;"U2";"U";38,77083633;0
332;"Male";"C";"Medium";"Employed";43;14;-50;42985;0;"Q42";"Q";148,4945135;1423,4493179
333;"Male";"A";"Large";"Employed";40;2;60;5525;0;"R27";"R";250,8413259;0
334;"Female";"A";"Medium";"Self-employed";19;5;0;8500;0;"R38";"R";284,2162652;5988,2770759
335;"Male";"D";"Medium";"Self-employed";71;19;-50;18855;1;"Q56";"Q";114,1467007;0
336;"Male";"B";"Large";"Retired";68;8;-30;17140;1;"R25";"R";270,874006;0
337;"Female";"D";"Medium";"Self-employed";35;18;50;4600;0;"Q13";"Q";166,5549379;0
338;"Female";"A";"Small";"Employed";40;5;10;23340;0;"T34";"T";30,41139927;0
339;"Male";"D";"Medium";"Unemployed";57;3;-50;11880;0;"Q48";"Q";186,6850127;0
340;"Female";"D";"Medium";"Employed";38;7;-30;11395;1;"L81";"L";73,65271862;133,20201158
341;"Male";"C";"Medium";"Unemployed";43;6;-50;3930;1;"M14";"M";222,6929824;3229,5507758
342;"Male";"E";"Small";"Employed";32;15;90;41990;0;"S20";"S";34,15043101;753,00308094
343;"Female";"D";"Small";"Housewife";59;10;-30;5360;0;"S34";"S";29,94861261;0
344;"Female";"A";"Small";"Self-employed";40;1;-50;18085;1;"L92";"L";73,85052034;0
345;"Male";"A";"Large";"Housewife";46;13;-50;28835;0;"L33";"L";50,40601234;0
346;"Male";"E";"Small";"Self-employed";24;14;-40;21065;0;"U19";"U";61,79475865;0
347;"Male";"B";"Medium";"Self-employed";35;10;1;39310;0;"R14";"R";275,0923407;0
348;"Female";"D";"Large";"Housewife";52;12;0;9580;1;"R47";"R";249,7835716;0
349;"Female";"A";"Small";"Employed";24;8;-30;11310;0;"L64";"L";84,9609991;0
350;"Male";"C";"Small";"Unemployed";44;12;-50;28655;0;"R13";"R";248,5121203;0
351;"Female";"B";"Medium";"Retired";71;8;-50;2280;1;"L18";"L";58,91132801;0
352;"Male";"A";"Small";"Employed";29;12;50;34555;0;"L12";"L";51,4116382;0
353;"Female";"B";"Small";"Employed";48;16;-30;29350;1;"M11";"M";156,1042255;0
354;"Male";"A";"Medium";"Housewife";47;11;-30;19740;0;"Q46";"Q";174,6445246;0
355;"Male";"E";"Medium";"Unemployed";38;4;-50;8935;0;"Q51";"Q";141,4896565;0
356;"Male";"C";"Large";"Employed";47;17;-50;25215;1;"L95";"L";68,37942919;0
357;"Female";"F";"Small";"Self-employed";33;11;-40;17445;0;"N8";"N";106,5583041;3090,6476892
358;"Female";"A";"Small";"Employed";26;8;-20;2085;0;"L81";"L";73,65271862;0
359;"Male";"E";"Medium";"Retired";70;4;-30;9465;0;"O16";"O";30,85366237;0
360;"Female";"A";"Large";"Housewife";30;13;-50;7765;0;"M8";"M";128,5434648;0
361;"Male";"A";"Small";"Self-employed";31;9;-30;12720;0;"M5";"M";162,666477;0
362;"Female";"A";"Large";"Housewife";37;13;140;26690;1;"R17";"R";221,7063984;193,1195886
363;"Male";"F";"Large";"Retired";55;12;-50;7500;0;"L29";"L";66,94554904;0
364;"Female";"B";"Large";"Housewife";41;7;120;22170;0;"N15";"N";113,2248348;244,6841508
365;"Male";"B";"Large";"Housewife";49;1;40;11895;0;"R25";"R";270,874006;0
366;"Female";"D";"Small";"Employed";34;7;-50;15070;1;"O39";"O";19,20951704;0
367;"Male";"E";"Small";"Employed";51;9;0;8955;1;"L81";"L";73,65271862;0
368;"Male";"E";"Large";"Employed";22;15;40;21100;0;"M6";"M";103,4727356;2153,591471
369;"Male";"F";"Large";"Employed";51;19;-40;8245;1;"N8";"N";106,5583041;0
370;"Male";"D";"Small";"Self-employed";58;18;-0,4;18010;1;"R26";"R";295,7970919;0
371;"Male";"B";"Small";"Employed";27;11;40;17310;0;"Q58";"Q";129,3156084;0
372;"Female";"F";"Medium";"Self-employed";89;16;-40;4965;1;"R41";"R";240,0004036;409,81304707
373;"Male";"A";"Medium";"Employed";32;7;30;31550;1;"O29";"O";34,81202424;171,2867785
374;"Male";"A";"Medium";"Unemployed";48;17;-40;1250;1;"L13";"L";57,06267756;2414,912184
375;"Male";"D";"Large";"Employed";44;6;-0,4;19735;1;"L8";"L";59,70218923;0
376;"Male";"A";"Small";"Employed";52;5;-50;9990;0;"R26";"R";295,7970919;0
377;"Male";"D";"Large";"Retired";74;19;-30;20615;1;"R9";"R";251,432848;0
378;"Female";"A";"Medium";"Self-employed";24;1;10;18910;0;"T5";"T";31,05763979;0
379;"Male";"D";"Medium";"Employed";48;14;-30;9305;1;"Q61";"Q";136,1308048;0
380;"Male";"A";"Small";"Employed";23;3;-20;20470;1;"Q6";"Q";70,86106124;0
381;"Male";"A";"Large";"Retired";71;17;40;20220;1;"Q36";"Q";206,2302755;0
382;"Female";"A";"Medium";"Self-employed";34;10;-50;27810;0;"Q3";"Q";110,9836779;0
383;"Female";"D";"Large";"Employed";36;6;-40;19935;0;"N3";"N";65,2951547;0
384;"Male";"A";"Small";"Housewife";40;14;-50;139300;1;"M4";"M";190,0515645;0
385;"Male";"C";"Small";"Employed";23;2;20;7540;0;"Q28";"Q";169,5291484;0
386;"Male";"C";"Medium";"Housewife";29;5;0;5755;1;"R8";"R";253,6198858;529,9568034
387;"Female";"C";"Large";"Employed";89;16;20;34405;1;"Q50";"Q";139,2056697;1110,2469996
388;"Male";"B";"Medium";"Employed";57;11;-20;14180;1;"O18";"O";31,60978775;0
389;"Female";"A";"Large";"Employed";38;14;-30;24530;1;"Q25";"Q";140,4108252;574,97363733
390;"male";"B";"Large";"Unemployed";59;19;-50;16335;1;"Q27";"Q";122,4496948;324,29736631
391;"Male";"A";"Medium";"Unemployed";37;16;-30;127300;1;"Q52";"Q";168,6499611;0
392;"Male";"B";"Medium";"Retired";55;7;90;9735;1;"L72";"L";49,6329834;0
393;"Male";"D";"Medium";"Employed";94;6;-20;9775;0;"U4";"U";114,881582;0
394;"Male";"B";"Medium";"Unemployed";43;16;0,5;31105;0;"P30";"P";23,12027888;0
395;"male";"C";"Medium";"Self-employed";57;13;-40;30350;0;"R37";"R";276,9454965;0
396;"Male";"F";"Large";"Self-employed";48;10;-50;11550;0;"L84";"L";129,6779531;0
397;"Female";"D";"Large";"Employed";29;8;130;26110;1;"Q4";"Q";138,5066713;0
398;"Male";"E";"Small";"Employed";35;19;20;27810;0;"Q29";"Q";239,4551701;486,23060982
399;"Male";"E";"Medium";"Employed";25;12;20;3395;0;"Q23";"Q";205,4307964;0
400;"Female";"B";"Large";"Retired";48;3;110;43195;1;"L108";"L";58,73427627;0
401;"Female";"C";"Small";"Self-employed";42;7;-50;9555;1;"L38";"L";48,57528403;0
402;"Male";"C";"Large";"Retired";70;9;0;3660;0;"P2";"P";27,58599081;0
403;"Male";"A";"Large";"Employed";37;20;-50;15170;0;"O30";"O";25,22514012;0
404;"Male";"E";"Large";"Employed";44;14;-50;9445;1;"P14";"P";30,62119248;0
405;"Male";"B";"Small";"Employed";21;10;-20;16690;0;"L8";"L";59,70218923;0
406;"Male";"C";"Large";"Unemployed";45;5;-30;16740;1;"Q66";"Q";99,43621052;0
407;"Male";"C";"Medium";"Self-employed";49;11;-50;5235;1;"Q21";"Q";201,3918071;0
408;"Male";"D";"Large";"Housewife";54;11;20;5915;1;"L32";"L";59,11189493;806,56518361
409;"Female";"A";"Medium";"Employed";27;10;-50;29770;1;"Q23";"Q";205,4307964;0
410;"Male";"C";"Small";"Employed";21;11;-30;4740;0;"L25";"L";61,11231366;0
411;"male";"A";"Large";"Self-employed";41;8;30;7210;0;"U14";"U";123,0152076;0
412;"Male";"B";"Medium";"Unemployed";52;12;-30;26200;0;"U15";"U";59,40378524;0
413;"Male";"B";"Large";"Employed";30;5;-40;23780;0;"M5";"M";162,666477;0
414;"Female";"D";"Small";"Unemployed";41;16;-50;109775;0;"R50";"R";223,3475567;0
415;"Female";"B";"Large";"Self-employed";35;14;-50;8110;1;"N7";"N";88,95152383;0
416;"Female";"A";"Small";"Employed";23;1;-40;6520;0;"R50";"R";223,3475567;164,78424665
417;"Male";"C";"Large";"Housewife";76;12;0;15310;0;"Q57";"Q";149,997808;208,21047257
418;"Female";"A";"Large";"Housewife";68;15;-50;23425;1;"Q2";"Q";123,0199289;0
419;"Male";"E";"Large";"Self-employed";45;8;80;16325;1;"Q46";"Q";174,6445246;0
420;"Female";"C";"Small";"Employed";42;8;-10;9445;0;"T10";"T";20,3350899;0
421;"Male";"A";"Medium";"Housewife";38;11;-20;7995;0;"Q2";"Q";123,0199289;0
422;"Male";"C";"Medium";"Self-employed";50;12;-30;14130;1;"M3";"M";141,0368682;255,62099946
423;"Male";"D";"Large";"Employed";42;6;-30;9060;0;"T23";"T";23,03273294;0
424;"male";"A";"Medium";"Self-employed";30;2;20;8855;1;"Q30";"Q";222,2151274;0
425;"Male";"A";"Medium";"Retired";72;11;-50;10065;0;"O13";"O";31,06929242;0
426;"Male";"B";"Medium";"Employed";42;12;-30;6485;1;"P16";"P";39,45913644;0
427;"Female";"D";"Large";"Self-employed";20;15;20;19850;0;"L21";"L";67,84790756;0
428;"Male";"E";"Large";"Employed";35;13;-0,2;15450;0;"Q28";"Q";169,5291484;1092,4372008
429;"Female";"B";"Medium";"Unemployed";30;9;-30;7150;0;"Q1";"Q";114,1413271;0
430;"Male";"C";"Medium";"Employed";57;13;0;29830;0;"U12";"U";54,93181221;0
431;"Female";"D";"Large";"Employed";43;20;140;116755;0;"Q4";"Q";138,5066713;6070,549843356
432;"Female";"A";"Medium";"Self-employed";40;16;-40;27945;0;"R47";"R";249,7835716;0
433;"Male";"D";"Small";"Retired";61;12;-20;21025;1;"P29";"P";20,86448407;0
434;"Male";"A";"Large";"Retired";70;19;-30;25685;1;"R16";"R";293,5560359;0
435;"Male";"D";"Medium";"Unemployed";39;5;-50;6465;0;"Q24";"Q";222,735365;0
436;"Male";"A";"Large";"Housewife";64;16;-30;23400;1;"L100";"L";60,86038525;0
437;"Female";"E";"Medium";"Employed";96;12;-50;11720;1;"T12";"T";24,81697854;0
438;"Female";"A";"Medium";"Self-employed";21;12;10;23120;1;"L46";"L";72,01288299;0
439;"Male";"D";"Large";"Retired";73;11;-50;20460;1;"L28";"L";68,77710211;0
440;"Female";"B";"Large";"Retired";51;9;-40;19325;1;"P32";"P";34,10399662;0
441;"Female";"C";"Small";"Self-employed";94;11;-30;9090;1;"Q20";"Q";181,4165594;0
442;"Male";"B";"Large";"Unemployed";37;14;-50;13165;1;"R35";"R";223,3085718;0
443;"Female";"D";"Large";"Housewife";41;16;110;45130;1;"L59";"L";61,94412023;0
444;"Male";"B";"Large";"Employed";36;15;-30;21620;0;"L106";"L";76,89987008;0
445;"Male";"B";"Small";"Employed";18;13;0;12920;0;"L26";"L";67,56457622;2693,3083044
446;"Female";"D";"Medium";"Unemployed";36;19;-40;25205;1;"L106";"L";76,89987008;0
447;"Female";"A";"Medium";"Employed";22;13;80;17930;0;"L9";"L";51,09148195;3204,7936027
448;"Male";"B";"Medium";"Housewife";40;11;-50;8320;1;"R48";"R";238,240414;0
449;"Male";"A";"Small";"Employed";29;12;-40;29725;1;"Q11";"Q";73,18307109;0
450;"Female";"C";"Large";"Self-employed";52;7;-50;1370;0;"N2";"N";59,8409496;0
451;"Male";"F";"Small";"Employed";27;6;10;14745;0;"O11";"O";49,11503947;0
452;"Male";"D";"Small";"Housewife";32;15;-10;5235;1;"L63";"L";67,42478707;170,09160766
453;"Female";"E";"Medium";"Housewife";73;11;-50;31780;1;"T18";"T";32,2125563;0
454;"Female";"D";"Small";"Unemployed";20;3;40;22610;1;"R14";"R";275,0923407;567,56835944
455;"Female";"B";"Small";"Retired";74;14;10;23375;1;"P15";"P";25,63801996;0
456;"Female";"D";"Large";"Housewife";41;10;-0,1;25470;1;"P10";"P";29,43246223;0
457;"Male";"D";"Large";"Employed";26;10;80;13505;1;"L80";"L";32,72004014;265,53281431
458;"Female";"D";"Medium";"Housewife";51;4;-10;20295;0;"N21";"N";71,18027901;0
459;"Female";"C";"Medium";"Unemployed";48;13;-30;7345;1;"R48";"R";238,240414;0
460;"Male";"E";"Medium";"Employed";32;10;-40;28095;0;"T28";"T";30,79319816;0
461;"Male";"D";"Small";"Self-employed";51;13;50;6540;1;"Q46";"Q";174,6445246;334,14900356
462;"Male";"D";"Medium";"Self-employed";53;7;-40;6635;1;"R9";"R";251,432848;0
463;"Male";"A";"Medium";"Unemployed";26;8;40;23090;1;"L1";"L";48,3306937;0
464;"Female";"D";"Small";"Employed";26;8;-10;16805;0;"Q48";"Q";186,6850127;0
465;"Female";"A";"Medium";"Employed";27;11;-50;27930;0;"U21";"U";88,29014956;0
466;"Female";"B";"Large";"Employed";44;11;-10;45515;1;"R37";"R";276,9454965;538,38828087
467;"Female";"A";"Medium";"Self-employed";31;14;-10;40470;0;"P34";"P";47,5930722;1870,8420853
468;"Female";"B";"Large";"Housewife";60;4;-30;3840;0;"L92";"L";73,85052034;0
469;"Female";"A";"Medium";"Unemployed";86;11;150;29270;0;"M16";"M";129,4194752;1120,9718108
470;"Female";"E";"Small";"Unemployed";31;18;-30;17450;1;"Q12";"Q";167,9366556;1465,0441474
471;"Male";"B";"Small";"Employed";20;9;-10;3770;0;"N13";"N";94,29603751;0
472;"Male";"E";"Medium";"Self-employed";42;18;-30;20200;1;"L18";"L";58,91132801;0
473;"Male";"F";"Small";"Unemployed";46;14;0;11770;1;"Q10";"Q";169,7885554;0
474;"Male";"B";"Large";"Housewife";61;16;-50;42500;0;"M4";"M";190,0515645;1253,8785122
475;"Female";"F";"Small";"Unemployed";31;12;-50;7865;1;"R8";"R";253,6198858;1117,6026419
476;"Male";"D";"Large";"Retired";52;10;0;19530;1;"Q62";"Q";91,45292269;0
477;"Male";"E";"Large";"Employed";51;12;30;24635;1;"Q22";"Q";144,998902;0
478;"Female";"E";"Small";"Self-employed";29;9;-40;9265;0;"R37";"R";276,9454965;1382,7395681
479;"Female";"D";"Medium";"Housewife";42;6;-50;20830;0;"M8";"M";128,5434648;0
480;"Female";"D";"Small";"Housewife";20;8;0;10900;0;"N10";"N";139,6062055;25,360629802
481;"Male";"A";"Medium";"Unemployed";107;4;-50;2185;0;"L74";"L";62,73514095;0
482;"Male";"A";"Medium";"Self-employed";35;8;20;10685;1;"S33";"S";31,60580864;0
483;"Male";"B";"Large";"Housewife";40;3;-10;24195;1;"M10";"M";94,36462339;5972,0079912
484;"Female";"D";"Medium";"Employed";37;1;20;13050;0;"L86";"L";50,6257826;0
485;"Male";"C";"Small";"Unemployed";36;13;30;8770;0;"R31";"R";285,6217445;1069,439583
486;"Male";"D";"Large";"Employed";37;1;-50;9235;0;"R8";"R";253,6198858;0
487;"Male";"D";"Small";"Housewife";41;7;10;16035;0;"Q28";"Q";169,5291484;0
488;"Female";"C";"Large";"Retired";50;11;-50;10835;1;"O27";"O";31,37042579;0
489;"Female";"B";"Small";"Employed";59;15;-50;9420;0;"M22";"M";153,4523215;0
490;"Female";"A";"Small";"Self-employed";30;9;150;21295;1;"T20";"T";22,24129416;0
491;"Male";"C";"Medium";"Employed";19;8;0;23045;1;"R35";"R";223,3085718;857,60549832
492;"Male";"A";"Medium";"Employed";45;12;140;6065;1;"Q26";"Q";237,675525;0
493;"Female";"A";"Large";"Retired";57;12;-50;113145;0;"S13";"S";17,8799582;0
494;"Male";"D";"Large";"Retired";61;6;-40;14310;0;"O13";"O";31,06929242;0
495;"Male";"D";"Medium";"Self-employed";45;19;-50;17800;0;"R30";"R";296,4319078;0
496;"Female";"C";"Small";"Housewife";22;17;10;27510;1;"Q12";"Q";167,9366556;680,32043892
497;"Male";"A";"Large";"Retired";65;14;20;28350;0;"M5";"M";162,666477;0
498;"Male";"A";"Small";"Housewife";39;16;80;7840;1;"L114";"L";75,62345843;503,15306865
499;"Male";"A";"Medium";"Unemployed";45;19;-50;16315;1;"R14";"R";275,0923407;2001,9472902
500;"Male";"D";"Large";"Retired";74;9;-30;8005;0;"Q32";"Q";148,3685156;0
501;"Female";"C";"Small";"Housewife";53;1;-50;34680;1;"P34";"P";47,5930722;0
502;"Female";"C";"Medium";"Unemployed";101;9;90;14580;1;"L43";"L";73,26206886;0
503;"Male";"F";"Medium";"Housewife";39;18;70;10795;1;"N16";"N";47,98269849;1474,1795341
504;"Female";"B";"Small";"Housewife";48;8;-10;8680;1;"M1";"M";107,8170529;0
505;"Female";"A";"Large";"Housewife";24;11;-20;23990;0;"S31";"S";27,87209298;0
506;"Female";"B";"Small";"Unemployed";42;2;0;9375;1;"R25";"R";270,874006;0
507;"Female";"A";"Large";"Retired";65;16;110;8805;0;"R9";"R";251,432848;0
508;"Female";"E";"Medium";"Housewife";45;10;-50;8290;1;"L31";"L";59,63322296;0
509;"Male";"E";"Large";"Housewife";42;14;130;7700;0;"L88";"L";73,46170633;810,89437438
510;"Male";"D";"Large";"Retired";64;3;-30;8545;0;"Q50";"Q";139,2056697;0
511;"Male";"F";"Large";"Retired";64;9;70;18135;1;"Q49";"Q";91,28099321;0
512;"male";"B";"Medium";"Self-employed";53;9;-20;13140;0;"U19";"U";61,79475865;0
513;"Female";"C";"Large";"Self-employed";49;15;-10;13945;1;"R4";"R";185,8513852;0
514;"male";"D";"Small";"Employed";36;12;10;34805;1;"P25";"P";31,88091224;197,13968345
515;"Male";"C";"Medium";"Employed";22;16;-10;13040;0;"L27";"L";58,81986821;0
516;"Male";"D";"Large";"Housewife";69;15;-20;16500;0;"R43";"R";210,189841;0
517;"Male";"A";"Medium";"Unemployed";44;15;0,7;18390;0;"L41";"L";70,87357842;0
518;"Female";"C";"Small";"Housewife";55;13;-30;25550;1;"L28";"L";68,77710211;0
519;"Female";"B";"Medium";"Retired";75;15;-20;2600;1;"O5";"O";31,49128874;0
520;"Male";"C";"Large";"Retired";65;15;-30;1385;0;"L12";"L";51,4116382;0
521;"Male";"F";"Small";"Housewife";56;12;-40;9430;0;"M8";"M";128,5434648;0
522;"Female";"C";"Medium";"Housewife";28;10;-10;20985;0;"Q21";"Q";201,3918071;0
523;"Male";"C";"Medium";"Housewife";31;10;-0,5;7140;1;"S1";"S";37,31536383;0
524;"Female";"E";"Large";"Housewife";49;17;-50;41000;1;"L49";"L";69,70102973;0
525;"Female";"B";"Medium";"Self-employed";45;11;50;28085;1;"P22";"P";33,67123926;0
526;"Female";"C";"Large";"Housewife";19;13;0;4295;0;"O20";"O";26,55546013;0
527;"Male";"D";"Large";"Self-employed";23;2;-40;28030;0;"L30";"L";62,06252553;0
528;"Male";"C";"Small";"Self-employed";26;2;-50;17030;1;"L16";"L";66,46782671;0
529;"Male";"A";"Small";"Self-employed";67;1;-50;16810;0;"M20";"M";148,9956325;0
530;"Male";"B";"Small";"Unemployed";20;11;-10;22845;0;"R45";"R";225,0430894;12245,1267531
531;"Female";"A";"Large";"Employed";29;5;30;2085;0;"Q31";"Q";185,1345389;0
532;"Female";"E";"Small";"Self-employed";50;4;-50;26325;0;"Q49";"Q";91,28099321;0
533;"Male";"C";"Medium";"Housewife";35;14;-40;38865;0;"R43";"R";210,189841;0
534;"Male";"A";"Large";"Unemployed";48;8;-50;43125;0;"R6";"R";236,3993842;0
535;"Female";"A";"Small";"Housewife";22;12;50;20965;0;"Q5";"Q";99,6400095;0
536;"Male";"B";"Large";"Employed";47;9;-0,5;21525;0;"M2";"M";139,2830008;0
537;"Female";"B";"Small";"Unemployed";58;19;-50;17805;1;"L93";"L";63,89430992;0
538;"Male";"B";"Small";"Housewife";35;15;-50;9185;1;"Q64";"Q";132,7922667;0
539;"Male";"A";"Large";"Employed";56;10;-50;124640;1;"Q48";"Q";186,6850127;0
540;"Male";"D";"Large";"Employed";52;6;20;21705;1;"R1";"R";222,711392;0
541;"Male";"A";"Medium";"Self-employed";32;7;-50;45495;1;"L12";"L";51,4116382;0
542;"Female";"D";"Small";"Unemployed";18;12;0;10485;0;"Q15";"Q";147,9690558;0
543;"male";"C";"Large";"Employed";29;9;30;12615;0;"R15";"R";270,7883545;524,37151471
544;"Male";"B";"Small";"Employed";35;10;150;3975;1;"N8";"N";106,5583041;1296,5911482
545;"Female";"A";"Large";"Self-employed";52;9;-30;13410;1;"Q63";"Q";125,9456252;0
546;"Male";"B";"Small";"Unemployed";41;3;-20;114730;0;"R47";"R";249,7835716;0
547;"Male";"C";"Medium";"Employed";45;19;-40;4565;1;"Q63";"Q";125,9456252;0
548;"Male";"D";"Large";"Employed";51;15;-50;13265;1;"R49";"R";208,8164363;0
549;"Male";"B";"Medium";"Housewife";72;11;-40;12370;1;"Q44";"Q";150,2239631;0
550;"Male";"B";"Medium";"Retired";61;11;-50;32040;0;"O2";"O";32,9239514;0
551;"Male";"B";"Medium";"Housewife";36;5;-50;24495;1;"P5";"P";24,32094795;0
552;"Female";"D";"Small";"Retired";51;5;20;22110;1;"L135";"L";40,0945365;0
553;"Female";"A";"Large";"Employed";33;13;50;8595;1;"U11";"U";59,32884362;0
554;"Male";"C";"Large";"Self-employed";47;18;-50;41280;0;"Q53";"Q";129,8552354;2757,9519873
555;"Male";"A";"Medium";"Housewife";30;12;150;9210;0;"L20";"L";69,88926519;0
556;"Male";"B";"Medium";"Self-employed";52;12;-50;14700;0;"L8";"L";59,70218923;0
557;"Female";"A";"Medium";"Unemployed";29;7;-50;4890;0;"U11";"U";59,32884362;0
